"MATERIAL","LANGU","TXTMD"
"S-BEA-BE-237","E","Bạc đạn SKF 2215 ETN9"
"S-BEA-BE-238","E","Bạc đạn 30205"
"S-BEA-BE-240","E","Bạc đạn SKF 22320 E"
"S-BEA-BE-241","E","Bạc đạn SKF 6217/C4"
"S-BEA-BE-242","E","Bạc đạn NNC 4830 CV"
"S-BEA-BE-243","E","Bạc đạn SKF 30204J2/Q"
"S-BEA-BE-244","E","Bạc đạn 6211"
"S-BEA-BE-245","E","Bạc đạn UKP 210"
"S-BEA-BE-246","E","Bạc đạn SKF 29336E"
"S-BEA-BE-247","E","Bạc đạn SKF 22230"
"S-BEA-BE-248","E","Bạc đạn mắt trâu"
"S-BEA-BE-249","E","Bạc đạn chà 51313"
"S-BEA-BE-250","E","Bạc đạn SKF 30306"
"S-BEA-BE-251","E","Bạc đạn SKF 30305"
"S-BEA-BE-252","E","Bạc đạn SKF 60116"
"S-BEA-BE-253","E","Bạc đạn 24030"
"S-BEA-BE-254","E","Bạc đạn 9320 D"
"S-BEA-BE-255","E","Bạc đạn 9380"
"S-BEA-BE-256","E","Bạc đạn SKF NU 1044 ML"
"S-BEA-BE-257","E","Bạc đạn SKF 23960 CC/W33"
"S-BEA-BE-258","E","Bạc đạn NSK NJ 2314 W"
"S-BEA-BE-259","E","Bạc đạn chà 81111 TN"
"S-BEA-BE-260","E","Bạc đạn UKP 209"
"S-BEA-BE-261","E","Bạc đạn FL 208"
"S-BEA-BE-262","E","Bạc đạn SKF 31310 J2/QCL7C"
"S-BEA-BE-263","E","Bạc đạn 629-2RS"
"S-BEA-BE-264","E","Bạc đạn SKF 7309"
"S-BEA-BE-265","E","Bạc đạn 6302"
"S-BEA-BE-266","E","Bạc đạn NU 2208ECP"
"S-BEA-BE-267","E","Bạc đạn 22311E"
"S-BEA-BE-268","E","Bạc đạn 32306"
"S-BEA-BE-269","E","Bạc đạn 30308"
"S-BEA-BE-270","E","Bạc đạn SKF NU 2311"
"S-BEA-BE-271","E","Bạc đạn SKF 6310"
"S-BEA-BE-272","E","Bạc đạn SKF 2213"
"S-BEA-BE-273","E","Bạc đạn UKP 214"
"S-BEA-BE-274","E","Bạc đạn UKP 207"
"S-BEA-BE-275","E","Bạc đạn NJ 205R"
"S-BEA-BE-276","E","Bạc đạn SKF 6015"
"S-BEA-BE-277","E","Bạc đạn NJ 2311/ECP"
"S-BEA-BE-278","E","Bạc đạn UCF L205"
"S-BEA-BE-279","E","Bạc đạn SKF 6405"
"S-BEA-BE-280","E","Bạc đạn SKF NU 307 ECP"
"S-BEA-BE-281","E","Bạc đạn SKF 29426E"
"S-BEA-BE-282","E","Bạc đạn 62304-2RS"
"S-BEA-BE-283","E","Bạc đạn SKF NU 215 ECP"
"S-BEA-BE-284","E","Bạc đạn SKF 6317-2Z"
"S-BEA-BE-285","E","Bạc đạn UCP 215"
"S-BEA-BE-286","E","Bạc đạn SKF YAR 215"
"S-BEA-BE-287","E","Bạc đạn SKF 32226 J2"
"S-BEA-BE-288","E","Bạc đạn NJ 212 ECP"
"S-BEA-BE-289","E","Bạc đạn SKF 6016"
"S-BEA-BE-290","E","Bạc đạn SKF 6018"
"S-BEA-BE-291","E","Bạc đạn UC 211"
"S-BEA-BE-292","E","Bạc đạn UC 209"
"S-BEA-BE-293","E","Bạc đạn SKF 22219 EK"
"S-BEA-BE-294","E","Bạc đạn SKF YAR 207 - 2F"
"S-BEA-BE-297","E","Bạc đạn NJ 407"
"S-BEA-BE-298","E","Bạc đạn NU 322 ECJ"
"S-BEA-BE-299","E","Bạc đạn SKF NU 2244"
"S-BEA-BE-300","E","Bạc đạn SKF 23252"
"S-BEA-BE-301","E","Bạc đạn SKF 23040"
"S-BEA-BE-302","E","Bạc đạn SKF 24040"
"S-BEA-BE-303","E","Bạc đạn SKF NU 313 ECP"
"S-BEA-BE-304","E","Bạc đạn SKF NJ 2228 ECML"
"S-BEA-BE-305","E","Bạc đạn SKF NU 2232 ECMA"
"S-BEA-BE-306","E","Bạc đạn SKF 33210J"
"S-BEA-BE-307","E","Bạc đạn SKF 6209-2Z"
"S-BEA-BE-309","E","Bạc đạn SKF 32936"
"S-BEL-5V-001","E","Dây curoa 5V-1250"
"S-BEL-5V-002","E","Dây curoa 5V-1450"
"S-BEL-FM-001","E","Dây curoa FM 26"
"S-BEL-FM-002","E","Dây curoa FM 46"
"S-BEL-FM-003","E","Dây curoa FM 20"
"S-BEL-TI-001","E","Dây đai răng 4600-20m-290"
"S-BEL-TI-002","E","Dây đai răng 4200-20M-230"
"S-BEL-TI-004","E","Dây đai răng 5200-20M-340"
"S-BEL-TI-005","E","Dây curoa máy đóng túi"
"S-BEL-VA-002","E","Dây curoa A 32"
"S-BEL-VA-003","E","Dây curoa A 34"
"S-BEL-VA-004","E","Dây curoa A 37"
"S-BEL-VA-005","E","Dây curoa A 40"
"S-BEL-VA-007","E","Dây curoa A 53"
"S-BEL-VA-008","E","Dây curoa A 56"
"S-BEL-VA-009","E","Dây curoa A 60"
"S-BEL-VA-010","E","Dây curoa A 71"
"S-BEL-VA-011","E","Dây curoa SPA 1532"
"S-BEL-VA-012","E","Dây curoa SPA 1632"
"S-BEL-VA-013","E","Dây curoa SPA 2000"
"S-BEL-VA-014","E","Dây curoa SPA 2057"
"S-BEL-VA-015","E","Dây curoa A 88"
"S-BEL-VA-016","E","Dây curoa SPA 1800"
"S-BEL-VA-017","E","Dây curoa A 28"
"S-BEL-VA-018","E","Dây curoa A 33"
"S-BEL-VA-019","E","Dây curoa A 35"
"S-BEL-VA-021","E","Dây curoa A 78"
"S-BEL-VA-022","E","Dây curoa A 85"
"S-BEL-VA-023","E","Dây curoa A 86"
"S-BEL-VA-024","E","Dây curoa SPA 2650"
"S-BEL-VA-025","E","Dây curoa SPA 2240"
"S-BEL-VA-026","E","Dây curoa SPA 2500"
"S-BEL-VA-027","E","Dây curoa SPA 2120"
"S-BEL-VA-028","E","Dây curoa SPA 2482"
"S-BEL-VA-029","E","Dây curoa A 83"
"S-BEL-VA-030","E","Dây curoa XPA 1900"
"S-BEL-VA-031","E","Dây curoa A 82"
"S-BEL-VA-032","E","Dây curoa XPA 6960"
"S-BEL-VA-033","E","Dây curoa XPA 6410"
"S-BEL-VA-034","E","Dây curoa XPA 6570"
"S-BEL-VA-035","E","Dây curoa A 44"
"S-BEL-VA-037","E","Dây curoa A 50"
"S-BEL-VA-038","E","Dây curoa A 57"
"S-BEL-VA-039","E","Dây curoa XPA 6400"
"S-BEL-VA-040","E","Dây curoa XPA 6540"
"S-BEL-VA-041","E","Dây coroa XPA 6890"
"S-BEL-VA-042","E","Dây coroa XPA 6830"
"S-BEL-VA-043","E","Dây curoa A 58"
"S-BEL-VA-045","E","Dây curoa A 41"
"S-BEL-VA-046","E","Dây curoa A 36"
"S-BEL-VA-047","E","Dây curoa A 51"
"S-BEL-VA-050","E","Dây curoa A 81"
"S-BEL-VA-051","E","Dây curoa A 26"
"S-BEL-VA-052","E","Dây curoa A 24"
"S-BEL-VA-053","E","Dây curoa A 49"
"S-BEL-VA-054","E","Dây curoa A 23"
"S-BEL-VA-055","E","Dây curoa A 8360"
"S-BEL-VA-056","E","Dây curoa A 52"
"S-BEL-VA-057","E","Dây curoa SPA 2582"
"S-BEL-VA-058","E","Dây curoa A 65"
"S-BEL-VA-059","E","Dây curoa A1000 li 1030LD"
"S-BEL-VA-060","E","Dây curoa A1397 li 1430LD"
"S-BEL-VA-061","E","Dây curoa SPA 1120"
"S-BEL-VB-002","E","Dây curoa B 107 Gates"
"S-BEL-VB-003","E","Dây curoa B 110 Gates"
"S-BEL-VB-004","E","Dây curoa B 112"
"S-BEL-VB-005","E","Dây curoa B 116"
"S-BEL-VB-006","E","Dây curoa B 122"
"S-BEL-VB-007","E","Dây curoa B 125"
"S-BEL-VB-008","E","Dây curoa B 133"
"S-BEL-VB-009","E","Dây curoa B 138"
"S-BEL-VB-010","E","Dây curoa B 170"
"S-BEL-VB-011","E","Dây curoa B 41"
"S-BEL-VB-012","E","Dây curoa B 45"
"S-BEL-VB-013","E","Dây curoa B 47,51"
"S-BEL-VB-014","E","Dây curoa B 50"
"S-BEL-VB-015","E","Dây curoa B 54"
"S-BEL-VB-016","E","Dây curoa B 56"
"S-BEL-VB-017","E","Dây curoa B 61"
"S-BEL-VB-018","E","Dây curoa B 64"
"S-BEL-VB-019","E","Dây curoa B 70"
"S-BEL-VB-020","E","Dây curoa B 78"
"S-BEL-VB-021","E","Dây curoa B 82"
"S-BEL-VB-023","E","Dây curoa B 87"
"S-BEL-VB-024","E","Dây curoa B 89"
"S-BEL-VB-025","E","Dây curoa B 92-gates"
"S-BEL-VB-026","E","Dây curoa B 97"
"S-BEL-VB-027","E","Dây curoa B 99"
"S-BEL-VB-028","E","Dây curoa SPB 2000"
"S-BEL-VB-029","E","Dây curoa SPB 2240"
"S-BEL-VB-030","E","Dây curoa SPB 2650"
"S-BEL-VB-031","E","Dây curoa SPB 3150"
"S-BEL-VB-032","E","Dây curoa SPB 4500"
"S-BEL-VB-033","E","Dây curoa SPB 4750"
"S-BEL-VB-036","E","Dây curoa B 139"
"S-BEL-VB-037","E","Dây curoa B 42"
"S-BEL-VB-038","E","Dây curoa B 58"
"S-BEL-VB-039","E","Dây curoa SPB 1320"
"S-BEL-VB-040","E","Dây curoa SPB 1600"
"S-BEL-VB-041","E","Dây curoa SPB 3550"
"S-BEL-VB-042","E","Dây curoa B 146"
"S-BEL-VB-043","E","Dây curoa B 34"
"S-BEL-VB-044","E","Dây curoa B 69"
"S-BEL-VB-045","E","Dây curoa B 75"
"S-BEL-VB-046","E","Dây curoa XPB 1600"
"S-BEL-VB-047","E","Dây curoa XPB 3350"
"S-BEL-VB-048","E","Dây curoa B 8630"
"S-BEL-VB-049","E","Dây curoa B 8650"
"S-BEL-VB-050","E","Dây curoa B 72"
"S-BEL-VB-051","E","Dây curoa B 81"
"S-BEL-VB-052","E","Dây curoa B 203"
"S-BEL-VB-053","E","Dây curoa B 48"
"S-BEL-VB-054","E","Dây curoa B 77"
"S-BEL-VB-055","E","Dây curoa B 55"
"S-BEL-VB-056","E","Dây curoa B 24"
"S-BEL-VB-057","E","Dây curoa B 30"
"S-BEL-VB-058","E","Dây curoa B 204"
"S-BEL-VB-059","E","Dây curoa SPB 2360"
"S-BEL-VB-060","E","Dây curoa B 105"
"S-BEL-VB-062","E","Dây curoa B 71"
"S-BEL-VB-063","E","Dây curoa B 88"
"S-BEL-VB-064","E","Dây curoa XPB 8450"
"S-BEL-VB-066","E","Dây curoa XPB 8630"
"S-BEL-VB-067","E","Dây curoa XPB 8660"
"S-BEL-VB-068","E","Dây coroa B 106"
"S-BEL-VB-069","E","Dây curoa XPB 8500"
"S-BEL-VB-070","E","Dây curoa XPB 8530"
"S-BEL-VB-072","E","Dây curoa B 79"
"S-BEL-VB-073","E","Dây curoa B 91"
"S-BEL-VB-074","E","Dây curoa B 8600"
"S-BEL-VB-075","E","Dây curoa B 8640"
"S-BEL-VB-076","E","Dây curoa B 8570"
"S-BEL-VB-077","E","Dây curoa B 68"
"S-BEL-VB-078","E","Dây curoa B67"
"S-BEL-VB-079","E","Dây curoa B 143"
"S-BEL-VB-080","E","Dây curoa B39"
"S-BEL-VB-081","E","Dây curoa B 126"
"S-BEL-VB-082","E","Dây curoa XPB 46"
"S-BEL-VB-083","E","Dây curoa B 86"
"S-BEL-VB-084","E","Dây curoa B 102"
"S-BEL-VB-085","E","Dây curoa B 120"
"S-BEL-VB-086","E","Dây curoa SPB 4000"
"S-BEL-VB-087","E","Dây curoa B74"
"S-BEL-VB-088","E","Dây curoa XPB 2150"
"S-BEL-VB-089","E","Dây curoa B 85"
"S-BEL-VB-090","E","Dây curoa B 73"
"S-BEL-VB-091","E","Dây curoa B 37"
"S-BEL-VB-092","E","Dây curoa B 90"
"S-BEL-VB-093","E","Dây curoa SBB 92"
"S-BEL-VB-094","E","Dây curoa SPB 1800"
"S-BEL-VB-095","E","Dây curoa B 124"
"S-BEL-VC-001","E","Dây curoa C 110"
"S-BEL-VC-002","E","Dây curoa C 118"
"S-BEL-VC-003","E","Dây curoa C 82"
"S-BEL-VC-004","E","Dây curoa C 88"
"S-BEL-VC-005","E","Dây curoa SPC 3550"
"S-BEL-VC-006","E","Dây curoa SPC 4250"
"S-BEL-VC-007","E","Dây curoa SPC 4750"
"S-BEL-VC-008","E","Dây curoa SPC 5600"
"S-BEL-VC-010","E","Dây curoa XPC 4250"
"S-BEL-VC-011","E","Dây curoa C 102"
"S-BEL-VC-012","E","Dây curoa C 105"
"S-BEL-VC-013","E","Dây curoa C 101"
"S-BEL-VC-014","E","Dây curoa C 9880"
"S-BEL-VC-016","E","Dây curoa C 86"
"S-BEL-VC-017","E","Dây curoa SPC 5300"
"S-BEL-VC-018","E","Dây curoa C 68"
"S-BEL-VC-019","E","Dây curoa C 93"
"S-BEL-VZ-001","E","Dây curoa SPZ 1120"
"S-BEL-VZ-003","E","Dây curoa SPZ 1140"
"S-BEL-VZ-004","E","Dây curoa W 8000"
"S-BEL-VZ-005","E","Dây curoa DS8M-2000-50mm"
"S-BEL-VZ-006","E","Dây curoa SPZ 2120"
"S-BEL-VZ-007","E","Dây curoa SPZ 2160"
"S-BOS-AC-001","E","Lõi lọc 20 inchs"
"S-BOS-AC-002","E","Lõi lọc 30 inchs"
"S-BOS-AC-003","E","Lõi lọc 10 inchs"
"S-BOS-AC-004","E","Trụ bơm"
"S-BOS-AC-005","E","Bút đo PH"
"S-BOS-AC-006","E","Đèn UV"
"S-BOS-AC-007","E","Bộ đèn tia cực tím UV"
"S-BOS-BL-007","E","Mac xich chu dong"
"S-BOS-BL-008","E","Bánh răng Xích tải xi"
"S-BOS-BL-010","E","Kính thủy lò hơi"
"S-BOS-CH-003","E","Hóa chất xử lý nước thải ( PAC)"
"S-BOS-CH-005","E","Muối Thailand"
"S-BOS-CH-006","E","Soda"
"S-BOS-CH-007","E","Hóa chất lò hơi (LH32)"
"S-BOS-CH-009","E","Hóa chất tẩy cáu cặn LH"
"S-BOS-CH-010","E","Hóa chất chống ăn mòn LH"
"S-BOS-CH-011","E","Bột bê tông chịu nhiệt"
"S-BOS-CH-012","E","Hóa chất Diclean TL 371"
"S-BOS-CH-013","E","Hóa chất Diclean alcon 4401"
"S-BOS-CH-014","E","Hóa chất Alcon 4121"
"S-BOS-ST-001","E","Steam trap DN25 (Bẩy hơi-Bẩy phao)"
"S-BOS-ST-003","E","Steam trap 21"
"S-BOS-ST-004","E","Steam trap 34"
"S-BOS-ST-008","E","Cốc xả FLT17-10HC"
"S-BOS-ST-011","E","Van xả nước ngưng (Steam trap) FTE 43-1"""
"S-BOS-ST-012","E","Bẫy hơi Nichoson 1.1/2""B4"
"S-BOS-ST-014","E","Nối giãn nở nhiệt 250(10inch)"
"S-BOS-ST-015","E","Steam trap PN16"
"S-BOS-ST-016","E","Cốc lọc 27"
"S-BOS-ST-017","E","Nước thủy tinh"
"S-BOS-ST-020","E","Kính thủy"
"S-BOS-ST-022","E","Ống shiphon 21"
"S-BOS-ST-023","E","Bồn nước cất inox"
"S-BOS-ST-024","E","Ống shiphon"
"S-BOS-ST-025","E","Cốc lọc nước Ф 21"
"S-BOS-ST-029","E","Lọc Y 21"
"S-BOS-ST-031","E","Lọc Y 34"
"S-BOS-ST-032","E","Lọc Y 60"
"S-BOS-ST-033","E","Lọc động cơ"
"S-BOS-ST-034","E","Lọc Y 90"
"S-BOS-ST-035","E","Kính thủy quan sát phi 21"
"S-BOS-ST-036","E","Kính thủy quan sát phi 27"
"S-BOS-ST-037","E","Kính thủy quan sát(van kiểm tra nối thép"
"S-BOS-ST-038","E","Béc gió lò hơi"
"S-BOS-ST-039","E","Lọc Y 42"
"S-BOS-ST-040","E","Lọc Y 49"
"S-BUE-BE-001","E","Băng gàu 1000/5P W200mmx9 5lớp bộ"
"S-BUE-BE-002","E","Băng gàu B250x9mmxEP1000/5P"
"S-BUE-BE-003","E","Băng gàu W300mmx9mm-1000/5P"
"S-BUE-BE-004","E","Băng gàu B340x5Px9mm"
"S-BUE-BE-008","E","Băng gàu W230x9mmx1000/5P"
"S-BUE-BE-009","E","Băng gàu B300x5PxEP1000/5x9mm"
"S-BUE-BE-011","E","Băng gàu B330x10mmxEP1200/6"
"S-BUE-BE-012","E","Băng gàu B200x5PxEP1000/5x8mm"
"S-BUE-BE-013","E","Băng gàu B230x8mmxEP1000/5"
"S-BUE-BE-014","E","Băng gàu B310x8mmxEP1000/5"
"S-BUE-BE-015","E","Băng gàu B280x8mmxEP1000/5"
"S-BUE-BE-016","E","Băng gàu B260x4Px6.5mm"
"S-BUE-BE-017","E","Băng gàu B240x5PxEP1000/5x9mm"
"S-BUE-BE-018","E","Băng gàu B220x6.5mm"
"S-BUE-BE-019","E","Băng gàu B200x9mmxEP800/4"
"S-BUE-BE-020","E","Băng gàu B350mmxEp1000/5x9mm"
"S-BUE-BE-021","E","Băng gàu B215mmxEp1000/5x9mm"
"S-BUE-BE-022","E","Băng gàu  B250x8mm-EP630/4"
"S-BUE-BO-001","E","Bulong gàu M6 x 30"
"S-BUE-BO-002","E","Bulong gàu M8 x 30"
"S-BUE-BO-003","E","Bulong gàu M6x35"
"S-BUE-BO-004","E","Bulong gàu M8x35"
"S-BUE-BU-002","E","Gàu múc 12x6 (inchs)"
"S-BUE-BU-003","E","Gàu múc 10x6 (inchs)"
"S-BUE-BU-004","E","Gàu múc 8x5 (inchs)"
"S-BUE-BU-006","E","Gàu múc 6x5 (inchs)"
"S-BUE-BU-007","E","Gàu múc 8x6 (inchs)"
"S-BUE-BU-008","E","Gầu múc 4x6 (inchs)"
"S-BUE-BU-009","E","Gàu múc 210x155"
"S-BUE-BU-010","E","Gàu múc 9x6 (inchs)"
"S-BUE-BU-011","E","Gàu múc 12x7"
"S-BUE-BU-012","E","Gàu múc 7x5"
"S-BUE-BU-013","E","Gàu múc S280 mm"
"S-BUE-BU-014","E","Gàu múc 11x6 inchs"
"S-BUE-PT-004","E","Trục tang gàu tải"
"S-BUE-PT-005","E","Tang gàu tải"
"S-BUE-PT-006","E","Bộ đệm Đai ốc (tán)g gàu"
"S-BUE-PT-007","E","Trục tang đầu gàu tải"
"S-BUE-PT-008","E","Trục tang đuôi gàu tải"
"S-BUE-PT-009","E","Thân gàu tải"
"S-CAB-1C-001","E","Dây cáp điện cadivi 1cx1.5mm2"
"S-CAB-1C-006","E","Dây cáp điện 11mm2"
"S-CAB-1C-008","E","Dây cáp điện 2.5mm2"
"S-CAB-1C-015","E","Dây cáp điện 95mm2"
"S-CAB-1C-017","E","Dây cáp điện 150mm2"
"S-CAB-1C-021","E","Dây cáp điện 300mm2"
"S-CAB-1C-023","E","Dây cáp điện 4 mm2"
"S-CAB-1C-028","E","Dây cáp điện 50mm2"
"S-CAB-1C-029","E","Dây cáp điện 240mm2"
"S-CAB-1C-030","E","Dây điện cadivi 1cx0.75mm3"
"S-CAB-1C-031","E","Dây cáp điện 22.5mm2"
"S-CAB-1C-033","E","Dây Cáp Điện 16 mm2"
"S-CAB-1C-034","E","Dây Cáp Điện 25 mm2"
"S-CAB-2C-001","E","Dây cáp điện cadivi 2cx4.0mm2"
"S-CAB-2C-002","E","Dây cáp điện 2cx1.5mm2"
"S-CAB-2C-003","E","Dây cáp điện cadivi 2cx2.5mm2"
"S-CAB-2C-004","E","Dây cáp điện cadivi 2cx0.75mm2"
"S-CAB-2C-005","E","Dây cáp điện 2cx1.0mm2"
"S-CAB-3C-004","E","Dây cáp điện cv x 6mm2"
"S-CAB-3C-005","E","Dây cáp điện 6mm2"
"S-CAB-3C-006","E","Dây cáp điện 16 mm2"
"S-CAB-3C-015","E","Dây cáp điện 3cx2.5mm2"
"S-CAB-3C-016","E","Dây cáp điện 3.5mm2"
"S-CAB-4C-001","E","Dây cáp điện cadivi 4cx2.5 mm2"
"S-CAB-4C-002","E","Dây cáp điện cadivi 4cx1.5 mm2"
"S-CAB-4C-003","E","Dây cáp điện cadivi 4cx4.0 mm2"
"S-CAB-4C-004","E","Dây cáp điện 0.5mm2"
"S-CAB-4C-005","E","Dây cáp điện 4cx6.0mm2"
"S-CAB-4C-006","E","Dây cáp điện 4cx35mm2"
"S-CAB-4C-007","E","Dây cáp điện 4cx10.0mm2"
"S-CAB-4C-008","E","Dây điện 4cx22mm2"
"S-CAB-5C-001","E","Dây cáp điện 5cx2.5mm2"
"S-CAB-6C-001","E","Dây cáp điện cadivi 6cx0.75mm2"
"S-CAB-6C-003","E","Dây cáp điện 6cx1.25mm2"
"S-CAB-AL-001","E","Dây cáp nhôm 4cx70mm2"
"S-CAB-DK-001","E","Dây điều khiển xám 0.75mm2"
"S-CAB-DK-002","E","Dây điều khiển 30c x 0.75mm"
"S-CAB-DK-003","E","Dây cáp điều khiển 3CX0.75mm2"
"S-CAB-DK-004","E","Dây cáp điều khiển 10cx0.75mm2"
"S-CAB-DK-006","E","Dây cáp điều khiển 20cx1.0mm2"
"S-CAB-DK-009","E","Dây cáp điều khiển 4Cx0.75mm2"
"S-CAB-DK-010","E","Dây cáp điều khiển 30cx0.75mm2"
"S-CAB-DK-011","E","Dây cáp điều khiển 8cx1.0mm2"
"S-CAB-EL-002","E","Dây cáp điện từ"
"S-CAB-EL-003","E","Dây cáp"
"S-CAB-HV-001","E","Dây cáp CX 240mm2 - 24KV"
"S-CAB-RC-001","E","Dây cáp điện vỏ cao su 4cx1.5mm2"
"S-CAB-RC-002","E","Dây cáp điện vỏ cao su 4cx2.5mm2"
"S-CAB-SH-001","E","Dây sêu chống nhiễu 10cx0.5"
"S-CAB-SH-003","E","dây shield chống nhiễu 20cx0.75mm2"
"S-CHA-CH-001","E","Xích (Sên) đơn 60"
"S-CHA-CH-002","E","Xích (Sên) đôi 100"
"S-CHA-CH-003","E","Xích (Sên) đôi 60"
"S-CHA-CH-004","E","Xích (Sên) đôi 80"
"S-CHA-CH-005","E","Xích (Sên) đơn 100"
"S-CHA-CH-006","E","Xích (Sên) đơn 120"
"S-CHA-CH-007","E","Xích (Sên) đơn 80"
"S-CHA-CH-008","E","Đĩa xích đơn 60"
"S-CHA-CH-009","E","Đĩa xích đơn 80"
"S-CHA-CH-010","E","Đĩa xích đơn 100"
"S-CHA-CH-011","E","Đĩa xích đơn 120"
"S-CHA-CH-012","E","Đĩa xích đôi 60"
"S-CHA-CH-013","E","Đĩa xích đôi 80"
"S-CHA-CH-014","E","Đĩa xích đôi 100"
"S-CHA-CH-021","E","Khớp nối sen"
"S-CHA-CH-022","E","Khớp nối xích 60"
"S-CHA-CH-024","E","Xích (Sên) 2052 A2/2L"
"S-CHA-CH-025","E","Khoa Xích (Sên) cac loai"
"S-CHA-CH-026","E","Xích (Sên) đôi"
"S-CHA-CH-027","E","Xích (Sên) đơn"
"S-CHA-CH-030","E","Khớp nối xích 80"
"S-CHA-CH-035","E","Khớp nối xích KC 5016"
"S-CHA-CH-036","E","Khớp nối xích KC 8018"
"S-CHA-CH-037","E","Khớp nối xích KC 4016"
"S-CHA-CH-041","E","Xích (Sên) ba"
"S-CHA-CH-044","E","Nối sên đơn 80"
"S-CHA-CH-045","E","Nối sên đơn 100"
"S-CHA-CH-046","E","Nối sên đôi 80"
"S-CHA-CH-047","E","Nối sên đôi 100"
"S-CHA-CH-048","E","Khớp nối xích 60x12R"
"S-CHA-CH-049","E","Nối sên đơn 120"
"S-CHA-CH-051","E","Nối sên đơn 60"
"S-CHA-CH-053","E","Đĩa xích đôi 80-18T"
"S-CHA-CH-057","E","Đĩa xích đơn 80-18T"
"S-CHA-CH-058","E","Đĩa xích đơn 80-24T"
"S-CHA-CH-059","E","Đĩa xích đơn 80-23T"
"S-CHA-CH-060","E","Đĩa xích đơn 100-18T"
"S-CHA-CH-061","E","Đĩa xích đơn 100-23T"
"S-CHA-CH-062","E","Đĩa xích đơn 100-24T"
"S-CHA-CH-063","E","Nối sên đôi 60"
"S-CHC-CC-001","E","Đĩa Xích tải liệu P66"
"S-CHC-CC-002","E","Xích tải GLR 66.675"
"S-CHC-CC-005","E","Đĩa Xích tải liệu"
"S-CHC-CC-006","E","Xích tải liệu"
"S-CHC-CC-009","E","Cánh tay sắt xích tải"
"S-CHC-CC-010","E","Xích tải GLE 66.5"
"S-CHC-CC-011","E","Cánh nhựa xích cào liệu"
"S-CHC-CC-012","E","Cánh sắt xích cào liệu"
"S-CHC-CC-013","E","Cốt đỡ con lăn"
"S-CHC-CC-014","E","Con lăn nhựa xích cào"
"S-CHC-CC-015","E","Xích sắt Ф 10"
"S-CHC-CC-017","E","Con lăn nhựa cứng"
"S-CHC-CC-018","E","Xích sắt Ф 4"
"S-CHC-CC-019","E","Xích sắt Ф 6"
"S-CHC-CC-020","E","Xích đôi 80"
"S-CHC-CC-021","E","Xích C2060H"
"S-CHC-CC-022","E","Xích tải liệu P66"
"S-CHC-CC-024","E","Con lăn"
"S-CHC-CC-025","E","Xích cào liệu"
"S-CHC-CC-026","E","Xích sắt Ф 18"
"S-CIB-1P-001","E","CB tép 1P 10A"
"S-CIB-1P-002","E","CB tép 1P 16A"
"S-CIB-1P-003","E","MCB 25A"
"S-CIB-1P-004","E","MCB 6A"
"S-CIB-1P-005","E","MCB 10A"
"S-CIB-1P-006","E","MCB 16A"
"S-CIB-1P-007","E","MCB 32A"
"S-CIB-1P-008","E","MCB 15A"
"S-CIB-2P-001","E","MCB 40A"
"S-CIB-2P-002","E","MCB 63A"
"S-CIB-3P-002","E","MCCB 160A"
"S-CIB-3P-003","E","MCCB 630A"
"S-CIB-3P-005","E","MCCB 100A"
"S-CIB-3P-006","E","MCCB 125A"
"S-CIB-3P-007","E","MCCB 250A"
"S-CIB-3P-008","E","MCCB 400A"
"S-CIB-3P-009","E","MCCB 320A"
"S-CIB-3P-010","E","MCCB 1000A"
"S-CIB-3P-011","E","MCCB 150A"
"S-CIB-3P-013","E","MCCB 200A"
"S-CIB-3P-014","E","MCCB 75A"
"S-CIB-3P-015","E","MCCB 30A"
"S-CIB-3P-016","E","MCCB 63A"
"S-CIB-3P-017","E","MCCB 50A"
"S-CIB-3P-018","E","MCB 3P 10A"
"S-CIB-3P-019","E","MCCB 40A"
"S-CIB-3P-020","E","MCCB 25A"
"S-CIB-3P-021","E","MCCB 20A"
"S-CIB-3P-022","E","MCCB 16A"
"S-CIB-3P-025","E","MCCB 800A"
"S-CIB-3P-027","E","MCCB 175A"
"S-CIB-3P-028","E","MCB 3P 30A"
"S-CIB-3P-029","E","MCB 3P 20A"
"S-CIB-3P-030","E","MCCB 300A"
"S-CIB-3P-031","E","MCCB 32A"
"S-CIB-3P-032","E","MCCB 350A"
"S-CIB-3P-034","E","MCCB 603A"
"S-CIB-3P-035","E","MCB 3P 63A"
"S-CIB-3P-036","E","MCCB từ nhiệt"
"S-CIB-3P-037","E","MCCB 1600A"
"S-CIB-MS-001","E","MS 1.6-2.5A"
"S-CIB-MS-002","E","MS 0.63-1A"
"S-CIB-MS-004","E","MS 1-1.6A"
"S-CIB-MS-005","E","MS 2.5-4"
"S-CIB-MS-006","E","MS 16-20A"
"S-CIB-MS-007","E","MS 4-6.3"
"S-CIB-MS-008","E","MS 9-12.5"
"S-CIB-MS-009","E","MS 6.3-9A"
"S-CIB-MS-011","E","MS 12.5-16A"
"S-CIB-MS-014","E","MS 132-16-20A"
"S-CIB-MS-017","E","MS 132-1.6-2.5A"
"S-CIB-MS-018","E","MS 132-1.6A"
"S-CIB-MS-019","E","MS 132-6.3-9.0A"
"S-CIB-MS-020","E","MS 132-7.0-10A"
"S-CIB-MS-021","E","MS 132-2.8-4.0A"
"S-CIB-MS-022","E","MS 132-20A"
"S-CIB-MS-023","E","MS 132-4.0-6.3A"
