subaccount,sub_act,bs_pl,allocate,mapping,bu
"B223BM05D00","B223BM05D00","PL","SwineFarm_Dak Lak 1","Dak Lak 1","Central"
"B223BM08D00","B223BM08D00","PL","SwineFarm_Dak Lak 1","Dak Lak 1","Central"
"B223BM10D00","B223BM10D00","PL","SwineFarm_Dak Lak 1","Dak Lak 1","Central"
"B223BS00C03","B223BS00D73","PL","SwineFarm_Dak Lak 1","Dak Lak 1","Central"
"B223BS00C04","B223BS00D74","PL","SwineFarm_Dak Lak 1","Dak Lak 1","Central"
"B223BS00D00","B223BS00D00","PL","SwineFarm_Dak Lak 1","Dak Lak 1","Central"
"B223BS00D73","B223BS00D73","PL","SwineFarm_Dak Lak 1","Dak Lak 1","Central"
"B223BS00D74","B223BS00D74","PL","SwineFarm_Dak Lak 1","Dak Lak 1","Central"
"B223BS00D81","B223BS00D81","PL","SwineFarm_Dak Lak 1","Dak Lak 1","Central"
"C160A000B00","C160A000B00","PL","SwineFarm_Dak Nong 1","Dak Nong 1","South 2"
"D1000000000","D1000000000","PL","Func.Dept Cujut_DNB2_BinhThuan","",""
"D1000000E00","D1000000E00","PL","Added Value","Added Value",""
"D1000000E07","D1000000E07","PL","Added Value","Added Value",""
"D1000A13E00","D1000A13E00","PL","Added Value","Added Value",""
"D1000P05E01","D1000P05E01","PL","Added Value","Added Value",""
"D1000P05E02","D1000P05E02","PL","Added Value","Added Value",""
"D1000S00E00","D1000S00E00","PL","Added Value","Added Value",""
"D1000S00E07","D1000S00E07","PL","Added Value","Added Value",""
"D1000S37E00","D1000S37E00","PL","Added Value","Added Value",""
"D101BM08000","D101BM08000","PL","Func.Dept_BU Swine South 2","",""
"D117B000000","D117B000000","PL","SwineFarm_Binh Thuan","Binh Thuan","South 1"
"D117B000D00","D117B000D00","PL","SwineFarm_Binh Thuan","Binh Thuan","South 1"
"D117B000D75","D117B000D75","PL","SwineFarm_Binh Thuan","Binh Thuan","South 1"
"D117BA06D00","D117BA06D00","PL","SwineFarm_Binh Thuan","Binh Thuan","South 1"
"D117BA09D00","D117BA09D00","PL","SwineFarm_Binh Thuan","Binh Thuan","South 1"
"D117BF01D00","D117BF01D00","PL","SwineFarm_Binh Thuan","Binh Thuan","South 1"
"D117BM01D00","D117BM01D00","PL","SwineFarm_Binh Thuan","Binh Thuan","South 1"
"D117BM05D00","D117BM05D00","PL","SwineFarm_Binh Thuan","Binh Thuan","South 1"
"D117BM08D00","D117BM08D00","PL","SwineFarm_Binh Thuan","Binh Thuan","South 1"
"D117BM10D00","D117BM10D00","PL","SwineFarm_Binh Thuan","Binh Thuan","South 1"
"D117BS86D75","D117BS86D75","PL","SwineFarm_Binh Thuan","Binh Thuan","South 1"
"D117BT05D00","D117BT05D00","PL","SwineFarm_Binh Thuan","Binh Thuan","South 1"
"D117BW01D00","D117BW01D00","PL","SwineFarm_Binh Thuan","Binh Thuan","South 1"
"D118C000B32","D118C000B32","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118C000D00","D118C000D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118C000D30","D118C000D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118C000D50","D118C000D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CA01D00","D118CA01D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CA02D00","D118CA02D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CA03D00","D118CA03D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CA04D00","D118CA04D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CA05D00","D118CA05D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CA07B00","D118CA07B00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CA08B00","D118CA08B00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CA09000","D118CA09000","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CA09D00","D118CA09D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CA11000","D118CA11000","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CA11D00","D118CA11D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CF01D00","D118CF01D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CH01D00","D118CH01D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CM01D00","D118CM01D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CM05D00","D118CM05D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CM08D00","D118CM08D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CM10D00","D118CM10D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CM16000","D118CM16000","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CM16D00","D118CM16D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CS00D30","D118CS00D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D118CT05D00","D118CT05D00","PL","SwineFarm_Dong Nam Bo 1","Dong Nam Bo 1","South 1"
"D119B000000","D119B000000","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119B000D00","D119B000D00","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119B000D50","D119B000D00","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119B000D71","D119B000D71","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119B000D72","D119B000D71","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119B000D73","D119B000D73","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119B000D74","D119B000D74","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119B000D75","D119B000D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119B000D81","D119B000D81","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119B000E00","D119B000E00","PL","SwineFarm_Dong Nam Bo 2","Added Value",""
"D119BA05D00","D119BA05D00","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BA06D00","D119BA06D00","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BA09D00","D119BA09D00","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BA12E01","D119BA12E01","PL","SwineFarm_Dong Nam Bo 2","Added Value",""
"D119BA12E04","D119BA12E04","PL","SwineFarm_Dong Nam Bo 2","Added Value",""
"D119BA12E05","D119BA12E05","PL","SwineFarm_Dong Nam Bo 2","Added Value",""
"D119BA12E06","D119BA12E06","PL","SwineFarm_Dong Nam Bo 2","Added Value",""
"D119BE03D00","D119BE03D00","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BF01D00","D119BF01D00","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BL01D00","D119BL01D00","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BM01D00","D119BM01D00","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BM05D00","D119BM05D00","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BM08D00","D119BM08D00","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BM10D00","D119BM10D00","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BM10E00","D119BM10E00","PL","SwineFarm_Dong Nam Bo 2","Added Value",""
"D119BS00D71","D119BS00D71","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS00D73","D119BS00D73","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS00D74","D119BS00D74","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS00D75","D119BS00D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS00D81","D119BS00D81","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS00E06","D119BS00E06","PL","SwineFarm_Dong Nam Bo 2","Added Value",""
"D119BS02D75","D119BS02D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS06D71","D119BS06D71","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS06D75","D119BS06D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS07D75","D119BS07D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS08D75","D119BS08D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS09D75","D119BS09D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS21D71","D119BS21D71","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS21D75","D119BS21D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS23D75","D119BS23D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS24D75","D119BS24D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS25D71","D119BS25D71","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS25D75","D119BS25D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS26D71","D119BS26D71","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS26D75","D119BS26D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS27D75","D119BS27D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS28D75","D119BS28D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS29D75","D119BS29D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS32D75","D119BS32D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS34D75","D119BS34D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS46D75","D119BS46D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS47D75","D119BS47D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS48D75","D119BS48D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS50D75","D119BS50D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS52D75","D119BS52D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS53D75","D119BS53D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS55D75","D119BS55D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS56D75","D119BS56D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS57D75","D119BS57D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS58D71","D119BS58D71","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS81D75","D119BS81D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS85D75","D119BS85D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS86D71","D119BS86D71","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS86D75","D119BS86D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS87D71","D119BS87D71","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BS87D75","D119BS87D75","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D119BT05D00","D119BT05D00","PL","SwineFarm_Dong Nam Bo 2","Dong Nam Bo 2","South 1"
"D160B000000","D160B000000","PL","SwineFarm_Cujut","Cujut","South 2"
"D160B000B31","D160B000B31","PL","SwineFarm_Cujut","Cujut","South 2"
"D160B000D00","D160B000D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160B000D10","D160B000D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160B000D30","D160B000D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160B000D50","D160B000D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160B000D71","D160B000D71","PL","SwineFarm_Cujut","Cujut","South 2"
"D160B000D73","D160B000D73","PL","SwineFarm_Cujut","Cujut","South 2"
"D160B000D74","D160B000D74","PL","SwineFarm_Cujut","Cujut","South 2"
"D160B000D75","D160B000D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160B000D76","D160B000D76","PL","SwineFarm_Cujut","Cujut","South 2"
"D160B000D78","D160B000D76","PL","SwineFarm_Cujut","Cujut","South 2"
"D160B000D79","D160B000D76","PL","SwineFarm_Cujut","Cujut","South 2"
"D160B000D80","D160B000D73","PL","SwineFarm_Cujut","Cujut","South 2"
"D160B000D81","D160B000D81","PL","SwineFarm_Cujut","Cujut","South 2"
"D160B000E00","D160B000E00","PL","SwineFarm_Cujut","Added Value",""
"D160BA01D00","D160BA01D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BA02D00","D160BA02D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BA03D00","D160BA03D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BA04D00","D160BA04D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BA05D00","D160BA05D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BA06D00","D160BA06D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BA07B00","D160BA07B00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BA08B00","D160BA08B00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BA09D00","D160BA09D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BA10E02","D160BA10E02","PL","SwineFarm_Cujut","Added Value",""
"D160BA10E07","D160BA10E07","PL","SwineFarm_Cujut","Added Value",""
"D160BA10E10","D160BA10E10","PL","SwineFarm_Cujut","Added Value",""
"D160BA10E11","D160BA10E11","PL","SwineFarm_Cujut","Added Value",""
"D160BA10E20","D160BA10E20","PL","SwineFarm_Cujut","Added Value",""
"D160BA10E30","D160BA10E30","PL","SwineFarm_Cujut","Added Value",""
"D160BA11000","D160BA11000","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BA11D00","D160BA11D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BA12E00","D160BA12E00","PL","SwineFarm_Cujut","Added Value",""
"D160BA12E01","D160BA12E01","PL","SwineFarm_Cujut","Added Value",""
"D160BA12E04","D160BA12E04","PL","SwineFarm_Cujut","Added Value",""
"D160BA12E05","D160BA12E05","PL","SwineFarm_Cujut","Added Value",""
"D160BA12E06","D160BA12E06","PL","SwineFarm_Cujut","Added Value",""
"D160BA13E00","D160BA13E00","PL","SwineFarm_Cujut","Added Value",""
"D160BE03D00","D160BE03D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BF01D00","D160BF01D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BH01D00","D160BH01D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BL01D00","D160BL01D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BM01D00","D160BM01D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BM05D00","D160BM05D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BM08D00","D160BM08D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BM08E00","D160BM08E00","PL","SwineFarm_Cujut","Added Value",""
"D160BM10D00","D160BM10D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BM10E00","D160BM10E00","PL","SwineFarm_Cujut","Added Value",""
"D160BM11D00","D160BM11D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BM16D00","D160BM16D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BM19D00","D160BM19D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BP05E01","D160BP05E01","PL","SwineFarm_Cujut","Added Value",""
"D160BS00B31","D160BS00B31","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS00D10","D160BS00D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS00D30","D160BS00D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS00D50","D160BS00D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS00D71","D160BS00D71","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS00D73","D160BS00D73","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS00D74","D160BS00D74","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS00D75","D160BS00D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS00D76","D160BS00D76","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS00D78","D160BS00D76","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS00D80","D160BS00D73","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS00D81","D160BS00D81","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS00E00","D160BS00E00","PL","SwineFarm_Cujut","Added Value",""
"D160BS00E02","D160BS00E02","PL","SwineFarm_Cujut","Added Value",""
"D160BS00E04","D160BS00E04","PL","SwineFarm_Cujut","Added Value",""
"D160BS00E05","D160BS00E05","PL","SwineFarm_Cujut","Added Value",""
"D160BS00E06","D160BS00E06","PL","SwineFarm_Cujut","Added Value",""
"D160BS00E11","D160BS00E11","PL","SwineFarm_Cujut","Added Value",""
"D160BS00E20","D160BS00E20","PL","SwineFarm_Cujut","Added Value",""
"D160BS04D75","D160BS04D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS06D75","D160BS06D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS07D75","D160BS07D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS08D75","D160BS08D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS09D75","D160BS09D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS09D80","D160BS09D73","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS21D71","D160BS21D71","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS24D75","D160BS24D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS25D75","D160BS25D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS26D71","D160BS26D71","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS26D75","D160BS26D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS27D75","D160BS27D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS28D75","D160BS28D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS29D75","D160BS29D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS29D80","D160BS29D73","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS32D75","D160BS32D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS34D75","D160BS34D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS46D75","D160BS46D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS46D80","D160BS46D73","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS47D75","D160BS47D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS48D75","D160BS48D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS50D75","D160BS50D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS52D75","D160BS52D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS53D75","D160BS53D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS53D80","D160BS53D73","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS55D75","D160BS55D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS55D80","D160BS55D73","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS56D75","D160BS56D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS58D71","D160BS58D71","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS85D71","D160BS85D71","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS85D75","D160BS85D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS86D75","D160BS86D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS87D75","D160BS87D75","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BS87D80","D160BS87D73","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BT05D00","D160BT05D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D160BW01D00","D160BW01D00","PL","SwineFarm_Cujut","Cujut","South 2"
"D202Q000P70","D202Q000P70","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D202Q000P70","D202Q000P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D202QM25P50","D202QM25P50","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D202QM25P50","D202QM25P50","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D202QM25P51","D202QM25P51","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D202QM25P51","D202QM25P51","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D202QM25P52","D202QM25P52","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D202QM25P70","D202QM25P70","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D202QM25P70","D202QM25P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D202QM26P50","D202QM26P50","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D202QM26P52","D202QM26P52","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D202QM26P60","D202QM26P60","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D202QM26P60","D202QM26P60","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D202QM26P61","D202QM26P61","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D202QM26P62","D202QM26P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D202QM26P70","D202QM26P70","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D202QM26P70","D202QM26P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D203P000P00","D203P000P00","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D203P000P00","D203P000P00","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D203P000P20","D203P000P20","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D203P000P20","D203P000P20","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D203P000P30","D203P000P30","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D203P000P30","D203P000P30","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D203P000P50","D203P000P50","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D203P000P50","D203P000P50","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D203P000P60","D203P000P60","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D203P000P60","D203P000P60","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D203P000P70","D203P000P70","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D203P000P70","D203P000P70","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D203PA02P70","D203PA02P70","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D203PA04P70","D203PA04P70","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D203PA09P70","D203PA09P70","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D203PA15P70","D203PA15P70","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D203PA16P70","D203PA16P70","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D203PM01P70","D203PM01P70","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D203PM08P70","D203PM08P70","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D203PS00P30","D203PS00P30","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D203PS00P50","D203PS00P50","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D203PS00P60","D203PS00P60","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D203PW01P70","D203PW01P70","PL","PoultryFarm_Thien Loc 2","Leasing_Thien Loc 2","SouthBreeder"
"D204C000P00","D204C000P00","BS","Func.Dept_Poultry South_Outsource_BroilerColor","",""
"D204C000P00","D204C000P00","PL","PoultryFarm_Nguyen Van Viet","Outsource_color","SouthBroiler"
"D204C000P11","D204C000P11","PL","PoultryFarm_Nguyen Van Viet","Outsource_color","SouthBroiler"
"D204C000P12","D204C000P12","PL","PoultryFarm_Nguyen Van Viet","Outsource_color","SouthBroiler"
"D204C000P13","D204C000P13","PL","PoultryFarm_Nguyen Van Viet","Outsource_white","SouthBroiler"
"D204C000P14","D204C000P14","PL","PoultryFarm_Nguyen Van Viet","Outsource_white","SouthBroiler"
"D204D000P00","D204D000P00","BS","Func.Dept_Poultry South_Outsource_BroilerColor","",""
"D204D000P00","D204D000P00","PL","PoultryFarm_Huynh Kim Thuy","Outsource_color","SouthBroiler"
"D204D000P11","D204D000P11","PL","PoultryFarm_Huynh Kim Thuy","Outsource_color","SouthBroiler"
"D204D000P12","D204D000P12","PL","PoultryFarm_Huynh Kim Thuy","Outsource_color","SouthBroiler"
"D204R000P00","D204R000P00","BS","Func.Dept_Poultry South_Outsource_BroilerColor","",""
"D204R000P00","D204R000P00","PL","PoultryFarm_Pham Mong Thi","Outsource_color","SouthBroiler"
"D204R000P11","D204R000P11","PL","PoultryFarm_Pham Mong Thi","Outsource_color","SouthBroiler"
"D204R000P12","D204R000P12","PL","PoultryFarm_Pham Mong Thi","Outsource_color","SouthBroiler"
"D204S000P00","D204S000P00","BS","Func.Dept_Poultry South_Outsource_BroilerColor","",""
"D204S000P00","D204S000P00","PL","PoultryFarm_Tran Thi Kim Lan","Outsource_color","SouthBroiler"
"D204S000P11","D204S000P11","PL","PoultryFarm_Tran Thi Kim Lan","Outsource_color","SouthBroiler"
