subaccount,sub_act,bs_pl,allocate,mapping,bu
"D204S000P12","D204S000P12","PL","PoultryFarm_Tran Thi Kim Lan","Outsource_color","SouthBroiler"
"D204T000P00","D204T000P00","BS","Func.Dept_Poultry South_Outsource_BroilerColor","",""
"D204T000P00","D204T000P00","PL","PoultryFarm_Luong Thi Ngoc Mai","Outsource_color","SouthBroiler"
"D204T000P11","D204T000P11","PL","PoultryFarm_Luong Thi Ngoc Mai","Outsource_color","SouthBroiler"
"D204T000P12","D204T000P12","PL","PoultryFarm_Luong Thi Ngoc Mai","Outsource_color","SouthBroiler"
"D204T000P13","D204T000P13","PL","PoultryFarm_Luong Thi Ngoc Mai","Outsource_white","SouthBroiler"
"D204V000P00","D204V000P00","BS","Func.Dept_Poultry South_Outsource_BroilerColor","",""
"D204V000P00","D204V000P00","PL","PoultryFarm_Dang Quang Hien","Outsource_color","SouthBroiler"
"D204V000P11","D204V000P11","PL","PoultryFarm_Dang Quang Hien","Outsource_color","SouthBroiler"
"D204V000P12","D204V000P12","PL","PoultryFarm_Dang Quang Hien","Outsource_color","SouthBroiler"
"D204W000P00","D204W000P00","BS","Func.Dept_Poultry South_Outsource_GiltEgg","",""
"D204W000P00","D204W000P00","PL","PoultryFarm_Pham Cong Uan","Outsource_color","SouthBroiler"
"D204W000P10","D204W000P10","BS","Func.Dept_Poultry South_Outsource_GiltEgg","",""
"D204W000P10","D204W000P10","PL","PoultryFarm_Pham Cong Uan","Outsource_hau bi","SouthBroiler"
"D204W000P11","D204W000P11","PL","PoultryFarm_Pham Cong Uan","Outsource_color","SouthBroiler"
"D204W000P16","D204W000P16","PL","PoultryFarm_Pham Cong Uan","Outsource_hau bi","SouthBroiler"
"D204WS00P15","D204WS00P15","PL","PoultryFarm_Pham Cong Uan","Outsource_hau bi","SouthBroiler"
"D204WS00P16","D204WS00P16","PL","PoultryFarm_Pham Cong Uan","Outsource_hau bi","SouthBroiler"
"D204WS02P15","D204WS02P15","PL","PoultryFarm_Pham Cong Uan","Outsource_hau bi","SouthBroiler"
"D204WS57P15","D204WS57P15","PL","PoultryFarm_Pham Cong Uan","Outsource_hau bi","SouthBroiler"
"D204WS58P15","D204WS58P15","PL","PoultryFarm_Pham Cong Uan","Outsource_hau bi","SouthBroiler"
"D204WS86P15","D204WS86P15","PL","PoultryFarm_Pham Cong Uan","Outsource_hau bi","SouthBroiler"
"D204X000P00","D204X000P00","BS","Func.Dept_Poultry South_Outsource_BroilerColor","",""
"D204X000P00","D204X000P00","PL","PoultryFarm_Vo Hong Trinh","Outsource_color","SouthBroiler"
"D204X000P11","D204X000P11","PL","PoultryFarm_Vo Hong Trinh","Outsource_color","SouthBroiler"
"D204X000P12","D204X000P12","PL","PoultryFarm_Vo Hong Trinh","Outsource_color","SouthBroiler"
"D204X000P13","D204X000P13","PL","PoultryFarm_Vo Hong Trinh","Outsource_white","SouthBroiler"
"D204XS00P13","D204XS00P13","PL","PoultryFarm_Vo Hong Trinh","Outsource_white","SouthBroiler"
"D204XS00P14","D204XS00P14","PL","PoultryFarm_Vo Hong Trinh","Outsource_white","SouthBroiler"
"D204Y000P00","D204Y000P00","BS","Func.Dept_Poultry South_Outsource_BroilerColor","",""
"D204Y000P00","D204Y000P00","PL","PoultryFarm_Le Thi Kim Chi","Outsource_color","SouthBroiler"
"D204Y000P11","D204Y000P11","PL","PoultryFarm_Le Thi Kim Chi","Outsource_color","SouthBroiler"
"D204Y000P12","D204Y000P12","PL","PoultryFarm_Le Thi Kim Chi","Outsource_color","SouthBroiler"
"D204Z000P00","D204Z000P00","BS","Func.Dept_Poultry South_Outsource_GiltEgg","",""
"D204Z000P00","D204Z000P00","PL","PoultryFarm_Le Dang Pha","Outsource_color","SouthBroiler"
"D204Z000P10","D204Z000P10","BS","Func.Dept_Poultry South_Outsource_GiltEgg","",""
"D204Z000P10","D204Z000P10","PL","PoultryFarm_Le Dang Pha","Outsource_hau bi","SouthBroiler"
"D204Z000P15","D204Z000P15","PL","PoultryFarm_Le Dang Pha","Outsource_hau bi","SouthBroiler"
"D204Z000P16","D204Z000P16","PL","PoultryFarm_Le Dang Pha","Outsource_hau bi","SouthBroiler"
"D204ZS00P11","D204ZS00P11","PL","PoultryFarm_Le Dang Pha","Outsource_color","SouthBroiler"
"D204ZS00P16","D204ZS00P16","PL","PoultryFarm_Le Dang Pha","Outsource_hau bi","SouthBroiler"
"D204ZS24P15","D204ZS24P15","PL","PoultryFarm_Le Dang Pha","Outsource_hau bi","SouthBroiler"
"D204ZS29P15","D204ZS29P15","PL","PoultryFarm_Le Dang Pha","Outsource_hau bi","SouthBroiler"
"D204ZS57P15","D204ZS57P15","PL","PoultryFarm_Le Dang Pha","Outsource_hau bi","SouthBroiler"
"D204ZS85P15","D204ZS85P15","PL","PoultryFarm_Le Dang Pha","Outsource_hau bi","SouthBroiler"
"D204ZS86P15","D204ZS86P15","PL","PoultryFarm_Le Dang Pha","Outsource_hau bi","SouthBroiler"
"D206D000P00","D206D000P00","PL","PoultryFarm_La Mau Toai","Outsource_color","SouthBroiler"
"D206G000P00","D206G000P00","BS","Func.Dept_Poultry South_Leasing_BroilerColor","",""
"D206P000P00","D206P000P00","BS","Func.Dept_Poultry South_Leasing_BroilerColor","",""
"D206P000P00","D206P000P00","PL","PoultryFarm_Thien Loc 3","Leasing_color_Thien Loc 3","SouthBroiler"
"D206P000P11","D206P000P11","PL","PoultryFarm_Thien Loc 3","Leasing_color_Thien Loc 3","SouthBroiler"
"D206P000P12","D206P000P12","PL","PoultryFarm_Thien Loc 3","Leasing_color_Thien Loc 3","SouthBroiler"
"D206P000P20","D206P000P20","BS","Func.Dept_Poultry South_Leasing_BroilerColor","",""
"D206P000P30","D206P000P30","BS","Func.Dept_Poultry South_Leasing_BroilerColor","",""
"D206P000P70","D206P000P70","BS","Func.Dept_Poultry South_Leasing_BroilerColor","",""
"D206PM21P00","D206PM21P00","PL","PoultryFarm_Thien Loc 3","Leasing_color_Thien Loc 3","SouthBroiler"
"D213Q000P70","D213Q000P70","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D213Q000P70","D213Q000P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D213QM25P51","D213QM25P51","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D213QM25P51","D213QM25P51","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D213QM25P70","D213QM25P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D213QM26P61","D213QM26P61","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D213QM26P61","D213QM26P61","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D213QM26P70","D213QM26P70","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D213QM26P70","D213QM26P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D216B000000","D216B000000","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216B000C00","D216B000D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216B000C01","D216B000D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216B000C02","D216B000D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216B000C04","D216B000D74","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216B000D00","D216B000D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216B000D10","D216B000D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216B000D30","D216B000D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216B000D50","D216B000D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216B000D71","D216B000D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216B000D74","D216B000D74","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216B000D81","D216B000D81","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BA01D00","D216BA01D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BA02D00","D216BA02D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BA03D00","D216BA03D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BA04D00","D216BA04D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BA05D00","D216BA05D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BA06D00","D216BA06D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BA09D00","D216BA09D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BE03D00","D216BE03D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BH01D00","D216BH01D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BL01D00","D216BL01D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BM01D00","D216BM01D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BM05D00","D216BM05D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BM08D00","D216BM08D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BM10D00","D216BM10D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS00C04","D216BS00D74","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS00D10","D216BS00D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS00D50","D216BS00D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS00D81","D216BS00D81","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS02C01","D216BS02D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS02D71","D216BS02D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS03C01","D216BS03D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS04C01","D216BS04D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS04D71","D216BS04D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS06C01","D216BS06D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS06D71","D216BS06D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS21C01","D216BS21D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS23C01","D216BS23D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS24C01","D216BS24D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS24D71","D216BS24D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS25C01","D216BS25D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS25D71","D216BS25D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS29C01","D216BS29D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS29D71","D216BS29D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS47C01","D216BS47D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS50C01","D216BS50D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS57D71","D216BS57D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS58C01","D216BS58D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS58D71","D216BS58D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS59C01","D216BS59D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS59D71","D216BS59D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS80C01","D216BS80D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS82C01","D216BS82D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS82D71","D216BS82D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS86C01","D216BS86D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS86D71","D216BS86D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS87C01","D216BS87D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BS87D71","D216BS87D71","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BT05D00","D216BT05D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D216BW01D00","D216BW01D00","PL","SwineFarm_Ca Mau 1","Ca Mau 1","South 2"
"D217P000P20","D217P000P20","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D217P000P20","D217P000P20","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217P000P21","D217P000P21","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D217P000P21","D217P000P21","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217P000P22","D217P000P22","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D217P000P22","D217P000P22","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217P000P50","D217P000P50","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D217P000P50","D217P000P50","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217P000P51","D217P000P51","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D217P000P51","D217P000P51","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217P000P52","D217P000P52","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D217P000P52","D217P000P52","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217P000P60","D217P000P60","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217P000P61","D217P000P61","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217P000P62","D217P000P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217P000P70","D217P000P70","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D217P000P70","D217P000P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PA02P70","D217PA02P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PA04P50","D217PA04P50","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PA04P52","D217PA04P52","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PA04P70","D217PA04P70","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D217PA04P70","D217PA04P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PA09P70","D217PA09P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PA16P20","D217PA16P20","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PA16P21","D217PA16P21","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PA16P22","D217PA16P22","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PH01P70","D217PH01P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PM01P70","D217PM01P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PM08P70","D217PM08P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PM10P70","D217PM10P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PM21P70","D217PM21P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PM25P00","D217PM25P00","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D217PM25P50","D217PM25P50","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D217PM25P52","D217PM25P52","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D217PM26P00","D217PM26P00","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D217PM26P50","D217PM26P50","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D217PM26P52","D217PM26P52","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D217PM26P60","D217PM26P60","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D217PM26P62","D217PM26P62","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D217PS00P20","D217PS00P20","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS00P21","D217PS00P21","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS00P22","D217PS00P22","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS00P50","D217PS00P50","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS00P51","D217PS00P51","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS00P52","D217PS00P52","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS00P60","D217PS00P60","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS00P61","D217PS00P61","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS00P62","D217PS00P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS02P62","D217PS02P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS07P62","D217PS07P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS08P61","D217PS08P61","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS08P62","D217PS08P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS09P62","D217PS09P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS24P62","D217PS24P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS25P60","D217PS25P60","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS28P62","D217PS28P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS29P60","D217PS29P60","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS29P61","D217PS29P61","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS29P62","D217PS29P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS34P60","D217PS34P60","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS47P60","D217PS47P60","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS47P62","D217PS47P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS50P61","D217PS50P61","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS53P62","D217PS53P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS55P62","D217PS55P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS56P62","D217PS56P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS57P62","D217PS57P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS58P60","D217PS58P60","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS58P62","D217PS58P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS82P62","D217PS82P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS85P60","D217PS85P60","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS86P61","D217PS86P61","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PS87P62","D217PS87P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D217PW01P70","D217PW01P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D219Q000P70","D219Q000P70","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D219Q000P70","D219Q000P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D219QM25P50","D219QM25P50","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D219QM25P50","D219QM25P50","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D219QM25P51","D219QM25P51","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D219QM25P52","D219QM25P52","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D219QM25P52","D219QM25P52","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D219QM25P70","D219QM25P70","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D219QM25P70","D219QM25P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D219QM26P50","D219QM26P50","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D219QM26P52","D219QM26P52","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D219QM26P60","D219QM26P60","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D219QM26P60","D219QM26P60","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D219QM26P62","D219QM26P62","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D219QM26P62","D219QM26P62","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D219QM26P70","D219QM26P70","BS","Func.Dept_Poultry South_Leasing_Breeding","",""
"D219QM26P70","D219QM26P70","PL","PoultryFarm_Huynh Gia Phuc","Leasing_HGP","SouthBreeder"
"D220B000000","D220B000000","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220B000C00","D220B000D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220B000C04","D220B000D74","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220B000D00","D220B000D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220B000D10","D220B000D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220B000D30","D220B000D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220B000D50","D220B000D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220B000D74","D220B000D74","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220B000D81","D220B000D81","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BA02D00","D220BA02D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BA03D00","D220BA03D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BA04D00","D220BA04D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BA05D00","D220BA05D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BA09D00","D220BA09D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BF01D00","D220BF01D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BH01D00","D220BH01D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BL01D00","D220BL01D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BM01D00","D220BM01D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BM05D00","D220BM05D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BM08D00","D220BM08D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BM10D00","D220BM10D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BS00C04","D220BS00D74","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BS00D10","D220BS00D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BS00D30","D220BS00D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BS00D50","D220BS00D00","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BS00D74","D220BS00D74","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220BS00D81","D220BS00D81","PL","SwineFarm_Tay Ninh 1","Tay Ninh 1","South 2"
"D220C000000","D220C000000","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220C000C00","D220C000D00","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220C000C03","D220C000D73","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220C000C04","D220C000D74","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220C000D00","D220C000D00","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220C000D30","D220C000D00","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220C000D50","D220C000D00","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220C000D73","D220C000D73","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220C000D74","D220C000D74","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220C000D75","D220C000D75","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220C000D81","D220C000D81","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CA05D00","D220CA05D00","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CA06D00","D220CA06D00","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CA09D00","D220CA09D00","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CE03D00","D220CE03D00","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CF01D00","D220CF01D00","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CL01D00","D220CL01D00","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CM01D00","D220CM01D00","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CM05D00","D220CM05D00","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CM08D00","D220CM08D00","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CM10D00","D220CM10D00","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
"D220CS00C03","D220CS00D73","PL","SwineFarm_Tay Ninh 2","Tay Ninh 2","South 2"
